Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_accident,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S003447,5,Sarrià-Sant Gervasi,23,Sarrià,193108,Manuel Girona,13,Divendres,2024,6,Juny,14,17,Tarda,Atropellament,426659.636,4582680.071,2.12163573,41.39046251
2024S003448,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,297-301,Divendres,2024,6,Juny,14,10,Matí,Abast,428725.607,4583924.002,2.14619808,41.40185196
2024S003449,6,Gràcia,30,la Salut,176608,Larrard,,Divendres,2024,6,Juny,14,13,Matí,Col.lisió fronto-lateral,429544.942,4584911.945,2.15588394,41.41082226
2024S003450,10,Sant Martí,71,Provençals del Poblenou,322608,Selva de Mar,,Divendres,2024,6,Juny,14,15,Tarda,Col.lisió fronto-lateral,433659.755,4584981.576,2.20510517,41.41179978
2024S003451,1,Ciutat Vella,1,el Raval,701349,Drassanes,1,Divendres,2024,6,Juny,14,16,Tarda,Col.lisió fronto-lateral,431213.914,4580892.215,2.17630792,41.37476239
2024S003452,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,Dalt (Besòs),K105,Divendres,2024,6,Juny,14,16,Tarda,Abast,428373.450,4586366.573,2.14169625,41.42381989
2024S003453,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,26,Dijous,2024,6,Juny,13,18,Tarda,Atropellament,431379.842,4581118.420,2.17826633,41.37681393
2024S003454,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,334800,Terré,,Dissabte,2024,6,Juny,15,9,Matí,Col.lisió lateral,426705.106,4584499.129,2.12195922,41.40685012
2024S003455,10,Sant Martí,71,Provençals del Poblenou,073707,Castella,,Dissabte,2024,6,Juny,15,11,Matí,Altres,432903.840,4584420.560,2.19612363,41.40668407
2024S003456,2,Eixample,10,Sant Antoni,363809,Villarroel,51,Dijous,2024,6,Juny,13,20,Tarda,Atropellament,429862.844,4581774.282,2.16005088,41.38259021
2024S003457,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,112004,Escorial,164-166,Dissabte,2024,6,Juny,15,13,Matí,Caiguda interior vehicle,429771.561,4584857.167,2.15860151,41.41034874
2024S003458,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,,Dissabte,2024,6,Juny,15,12,Matí,Col.lisió lateral,430134.592,4583421.810,2.16311045,41.39745262
2024S003459,8,Nou Barris,51,Verdun,361508,Viladrosa,126,Dissabte,2024,6,Juny,15,23,Nit,Caiguda (dues rodes),431406.438,4588637.841,2.17773145,41.44454123
2024S003460,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,032700,Balmes,390,Dijous,2024,6,Juny,13,19,Tarda,Bolcada (més de dues rodes),428167.746,4584332.507,2.13947644,41.40548153
2024S003461,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,,Dissabte,2024,6,Juny,15,10,Matí,Col.lisió fronto-lateral,432888.000,4585390.263,2.19582652,41.41541660
2024S003462,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,K2065,Diumenge,2024,6,Juny,16,6,Matí,Col.lisió lateral,432646.782,4584550.484,2.19303396,41.40783275
2024S003463,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Diumenge,2024,6,Juny,16,6,Matí,Xoc contra element estàtic,430786.526,4585244.587,2.17069986,41.41392619
2024S003464,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,148-150,Dissabte,2024,6,Juny,15,11,Matí,Abast,429564.420,4582120.728,2.15644186,41.38568446
2024S003465,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,221-223,Diumenge,2024,6,Juny,16,10,Matí,Sortida de via amb xoc o col.lisió,429986.013,4582571.152,2.16143165,41.38977810
2024S003466,2,Eixample,7,la Dreta de l'Eixample,074506,Catalunya,,Dissabte,2024,6,Juny,15,14,Tarda,Col.lisió fronto-lateral,430452.149,4582422.954,2.16702361,41.38848379
2024S003467,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,86,Dissabte,2024,6,Juny,15,17,Tarda,Abast,427752.171,4583609.081,2.13459144,41.39892867
2024S003468,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,416,Diumenge,2024,6,Juny,16,10,Matí,Abast,431875.786,4587268.056,2.18350407,41.43224404
2024S003469,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),K95,Diumenge,2024,6,Juny,16,14,Tarda,Xoc contra element estàtic,432275.456,4581857.727,2.18889302,41.38354861
2024S003470,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,353408,Vallirana,30,Diumenge,2024,6,Juny,16,15,Tarda,Caiguda (dues rodes),428918.525,4584119.180,2.14848285,41.40362695
2024S003471,9,Sant Andreu,60,Sant Andreu,701501,B-20 (Llobregat),K158,Dissabte,2024,6,Juny,15,11,Matí,Xoc contra element estàtic,432518.244,4588881.270,2.19101255,41.44682799
2024S003472,1,Ciutat Vella,1,el Raval,308709,Sant Pau,42-44,Dissabte,2024,6,Juny,15,15,Tarda,Atropellament,430310.933,4581161.437,2.16547989,41.37710946
2024S003473,10,Sant Martí,67,la Vila Olímpica del Poblenou,132908,Ramon Trias Fargas,46,Diumenge,2024,6,Juny,16,1,Nit,Xoc contra element estàtic,432437.711,4582612.976,2.19074912,41.39036460
2024S003474,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat,65,Dissabte,2024,6,Juny,15,16,Tarda,Col.lisió lateral,428043.402,4586035.505,2.13778629,41.42080859
2024S003475,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria,,Dissabte,2024,6,Juny,15,16,Tarda,Caiguda interior vehicle,430311.625,4583242.671,2.16524862,41.39585455
2024S003476,1,Ciutat Vella,1,el Raval,198804,Paral·lel,50,Dissabte,2024,6,Juny,15,18,Tarda,Col.lisió lateral,430824.190,4580928.240,2.17164382,41.37505343
2024S003477,1,Ciutat Vella,3,la Barceloneta,010900,Pepe Rubianes,13,Diumenge,2024,6,Juny,16,14,Tarda,Atropellament,432320.594,4581288.461,2.18949644,41.37842516
2024S003478,2,Eixample,10,Sant Antoni,323203,Sepúlveda,45-47,Diumenge,2024,6,Juny,16,22,Nit,Col.lisió lateral,429392.046,4581192.843,2.15448861,41.37731218
2024S003479,10,Sant Martí,64,el Camp de l'Arpa del Clot,018505,Aragó,,Diumenge,2024,6,Juny,16,16,Tarda,Col.lisió lateral,431934.162,4584454.656,2.18451949,41.40690960
2024S003480,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),K150,Diumenge,2024,6,Juny,16,1,Nit,Col.lisió lateral,428737.416,4578083.995,2.14702629,41.34925403
2024S003481,2,Eixample,9,la Nova Esquerra de l'Eixample,018505,Aragó,105-107,Diumenge,2024,6,Juny,16,23,Nit,Col.lisió lateral,429183.916,4581778.540,2.15193140,41.38256906
2024S003482,2,Eixample,10,Sant Antoni,246000,Parlament,50,Diumenge,2024,6,Juny,16,20,Tarda,Atropellament,430169.946,4581176.598,2.16379228,41.37723379
2024S003483,1,Ciutat Vella,3,la Barceloneta,132908,Ramon Trias Fargas,2,Dissabte,2024,6,Juny,15,22,Nit,Abast,432917.294,4582123.568,2.19653920,41.38599678
2024S003484,9,Sant Andreu,57,la Trinitat Vella,120807,Favència,417,Dilluns,2024,6,Juny,17,8,Matí,Abast multiple,432391.028,4588926.944,2.18948461,41.44722865
2024S003485,4,Les Corts,19,les Corts,343903,Corts,,Dilluns,2024,6,Juny,17,9,Matí,Atropellament,427602.929,4582133.450,2.13298277,41.38562481
2024S003486,9,Sant Andreu,60,Sant Andreu,035800,Bartrina,30,Dimecres,2024,5,Maig,29,10,Matí,Caiguda interior vehicle,432144.855,4588119.465,2.18662856,41.43993518
2024S003487,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),K60,Dilluns,2024,6,Juny,17,9,Matí,Abast,434731.890,4584332.532,2.21800231,41.40604182
2024S003488,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,032700,Balmes,,Dilluns,2024,6,Juny,17,12,Matí,Col.lisió lateral,428958.418,4583740.528,2.14900452,41.40022010
2024S003489,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,44,Dilluns,2024,6,Juny,17,5,Nit,Atropellament,428891.539,4584768.921,2.14808365,41.40947653
2024S003490,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,244,Dilluns,2024,6,Juny,17,8,Matí,Caiguda (dues rodes),428871.603,4587569.590,2.14751555,41.43469924
2024S003491,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,,Diumenge,2024,6,Juny,16,21,Tarda,Col.lisió fronto-lateral,431603.548,4585443.432,2.18045249,41.41578711
2024S003492,2,Eixample,5,el Fort Pienc,009209,Alí Bei,73,Dilluns,2024,6,Juny,17,13,Matí,Caiguda interior vehicle,431664.615,4583042.792,2.18145434,41.39417047
2024S003493,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Diumenge,2024,6,Juny,16,23,Nit,Col.lisió lateral,431842.113,4584552.399,2.18340729,41.40778213
2024S003494,10,Sant Martí,73,la Verneda i la Pau,700037,Binèfar,19,Dilluns,2024,6,Juny,17,12,Matí,Caiguda (dues rodes),433627.833,4586518.595,2.20455449,41.42564065
2024S003495,2,Eixample,10,Sant Antoni,323203,Sepúlveda,,Dilluns,2024,6,Juny,17,1,Nit,Col.lisió fronto-lateral,429460.634,4581243.702,2.15530282,41.37777627
2024S003496,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,,Dilluns,2024,6,Juny,17,13,Matí,Col.lisió lateral,433476.693,4585173.828,2.20289386,41.41351620
2024S003497,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,030500,Badajoz,157-159,Dilluns,2024,6,Juny,17,14,Tarda,Caiguda (dues rodes),432446.895,4583913.550,2.19071379,41.40207929
2024S003498,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,,Dilluns,2024,6,Juny,17,21,Tarda,Col.lisió fronto-lateral,431107.921,4585559.271,2.17450927,41.41678807
2024S003499,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,,Dilluns,2024,6,Juny,17,17,Tarda,Abast,430411.157,4583904.052,2.16636306,41.40182002
2024S003500,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,282,Dilluns,2024,6,Juny,17,16,Tarda,Col.lisió lateral,430340.321,4582873.924,2.16563429,41.39253585
2024S003501,2,Eixample,10,Sant Antoni,198804,Paral·lel,164-166,Dilluns,2024,6,Juny,17,20,Tarda,Atropellament,429593.607,4580955.637,2.15692635,41.37519341
2024S003502,7,Horta-Guinardó,36,la Font d'en Fargues,195806,Marí,,Dilluns,2024,6,Juny,17,18,Tarda,Col.lisió fronto-lateral,429968.062,4586330.820,2.16078167,41.42363854
2024S003503,10,Sant Martí,72,Sant Martí de Provençals,158504,Huelva,,Dilluns,2024,6,Juny,17,19,Tarda,Col.lisió fronto-lateral,432842.524,4585531.471,2.19526673,41.41668461
2024S003504,9,Sant Andreu,60,Sant Andreu,324501,Servet,,Dilluns,2024,6,Juny,17,22,Nit,Xoc contra element estàtic,432398.303,4587762.967,2.18970201,41.43674572
2024S003505,9,Sant Andreu,61,la Sagrera,039709,Berenguer de Palou,39-41,Dilluns,2024,6,Juny,17,18,Tarda,Atropellament,432547.696,4586347.378,2.19164809,41.42400853
2024S003506,2,Eixample,10,Sant Antoni,192502,Manso,33-35,Dilluns,2024,6,Juny,17,22,Nit,Xoc contra element estàtic,429899.857,4581130.836,2.16056797,41.37679813
2024S003507,6,Gràcia,31,la Vila de Gràcia,144601,Diagonal,466,Dissabte,2024,6,Juny,15,19,Tarda,Abast,429599.352,4583274.463,2.15672545,41.39607881
2024S003508,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa,,Dissabte,2024,5,Maig,25,22,Nit,Atropellament,433748.204,4586229.832,2.20602658,41.42304978
2024S003509,4,Les Corts,19,les Corts,231502,Numància,,Dimarts,2024,6,Juny,18,12,Matí,Col.lisió fronto-lateral,427722.439,4582364.770,2.13438439,41.38771897
2024S003510,2,Eixample,7,la Dreta de l'Eixample,359404,Cinc d'Oros,0,Dimarts,2024,6,Juny,18,10,Matí,Abast,429834.219,4583321.693,2.15952922,41.39652473
2024S003511,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,134404,Freixa,21,Dimarts,2024,6,Juny,18,8,Matí,Atropellament,427900.069,4583651.622,2.13635545,41.39932510
2024S003512,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701497,B-10 (Llobregat),K68,Dimarts,2024,6,Juny,18,8,Matí,Abast,434156.164,4583766.360,2.21117652,41.40089546
2024S003513,10,Sant Martí,68,el Poblenou,115603,Espronceda,,Dijous,2024,6,Juny,13,8,Matí,Col.lisió fronto-lateral,433427.028,4584453.693,2.20237893,41.40702602
2024S003514,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,,Dimarts,2024,6,Juny,18,9,Matí,Col.lisió fronto-lateral,430025.030,4582004.984,2.16196373,41.38468220
2024S003515,7,Horta-Guinardó,43,Horta,294105,Salses,,Dimarts,2024,6,Juny,18,12,Matí,Caiguda interior vehicle,429616.649,4587584.634,2.15643058,41.43490042
2024S003516,1,Ciutat Vella,2,el Barri Gòtic,130403,Fontanella,,Dimarts,2024,6,Juny,18,14,Tarda,Col.lisió lateral,430931.778,4582415.709,2.17276063,41.38845989
2024S003517,3,Sants-Montjuïc,11,el Poble Sec,066600,Carlos Ibáñez,,Divendres,2024,6,Juny,14,11,Matí,Caiguda interior vehicle,430747.042,4580463.921,2.17077441,41.37086480
2024S003518,1,Ciutat Vella,1,el Raval,034308,Rambla,45-47,Dimarts,2024,6,Juny,18,14,Tarda,Atropellament,431043.633,4581451.185,2.17420821,41.37978229
2024S003519,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria,37,Dimarts,2024,6,Juny,18,18,Tarda,Col.lisió lateral,430699.371,4582830.182,2.16993368,41.39217292
2024S003520,4,Les Corts,19,les Corts,231502,Numància,0,Dimarts,2024,6,Juny,18,9,Matí,Col.lisió lateral,427813.620,4582264.685,2.13548678,41.38682573
2024S003521,8,Nou Barris,52,la Prosperitat,701501,B-20 (Llobregat),K150,Dimarts,2024,6,Juny,18,17,Tarda,Col.lisió lateral,431724.231,4588823.719,2.18151440,41.44624247
2024S003522,8,Nou Barris,44,Vilapicina i la Torre Llobeta,024304,Arnau d'Oms,,Dimarts,2024,6,Juny,18,10,Matí,Col.lisió fronto-lateral,431357.406,4586967.113,2.17733444,41.42948939
2024S003523,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,167,Dimarts,2024,6,Juny,18,18,Tarda,Col.lisió lateral,428427.555,4583551.021,2.14267690,41.39846617
2024S003524,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Dimarts,2024,6,Juny,18,23,Nit,Col.lisió fronto-lateral,430505.455,4583808.030,2.16750209,41.40096334
2024S003525,9,Sant Andreu,60,Sant Andreu,339101,Torras i Bages,2,Dimarts,2024,6,Juny,18,15,Tarda,Col.lisió fronto-lateral,432540.208,4587740.245,2.19140295,41.43655301
2024S003526,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,38,Dimarts,2024,6,Juny,18,18,Tarda,Abast,433712.502,4588479.585,2.20535248,41.44330970
2024S003527,2,Eixample,9,la Nova Esquerra de l'Eixample,054509,Calàbria,,Dimarts,2024,6,Juny,18,16,Tarda,Col.lisió frontal,429068.511,4581836.059,2.15054459,41.38307694
2024S003528,9,Sant Andreu,59,el Bon Pastor,134007,Fra Juníper Serra,77,Dimecres,2024,6,Juny,19,13,Matí,Col.lisió fronto-lateral,433434.200,4587417.299,2.20213834,41.43371898
2024S003529,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,,Dimarts,2024,6,Juny,18,8,Matí,Col.lisió lateral,433499.338,4588462.360,2.20280283,41.44313693
2024S003530,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,,Dimecres,2024,6,Juny,19,1,Nit,Col.lisió fronto-lateral,430097.196,4583030.096,2.16270839,41.39392134
2024S003531,4,Les Corts,20,la Maternitat i Sant Ramon,244300,Pius XII,4,Dimecres,2024,6,Juny,19,7,Matí,Col.lisió lateral,426778.032,4582242.133,2.12310470,41.38652897
2024S003532,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,278,Divendres,2024,6,Juny,21,9,Matí,Col.lisió lateral,428573.889,4580547.771,2.14478151,41.37142999
2024S003533,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,119,Dimecres,2024,6,Juny,19,11,Matí,Col.lisió fronto-lateral,428695.243,4583761.203,2.14585406,41.40038300
2024S003534,8,Nou Barris,51,Verdun,009901,Almansa,57-59,Dimecres,2024,6,Juny,19,13,Matí,Caiguda interior vehicle,431117.348,4588576.489,2.17427805,41.44396388
2024S003535,3,Sants-Montjuïc,12,la Marina del Prat Vermell,230601,Mare de Déu de Port,16-38,Dimarts,2024,6,Juny,18,8,Matí,Abast,429405.161,4578337.292,2.15497799,41.35159424
2024S003536,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700654,Litoral,86-96,Dimecres,2024,6,Juny,19,9,Matí,Col.lisió lateral,434131.962,4583677.306,2.21089671,41.40009139
2024S003537,2,Eixample,6,la Sagrada Família,191204,Mallorca,460,Dimecres,2024,6,Juny,19,9,Matí,Abast,431411.846,4584303.419,2.17828814,41.40550303
2024S003538,2,Eixample,7,la Dreta de l'Eixample,342900,Trafalgar,5,Dimecres,2024,6,Juny,19,14,Tarda,Col.lisió fronto-lateral,431063.772,4582480.951,2.17433181,41.38905883
2024S003539,7,Horta-Guinardó,33,el Baix Guinardó,008807,Alfons el Savi,5,Dilluns,2024,6,Juny,17,14,Tarda,Caiguda interior vehicle,430308.489,4585070.438,2.16500055,41.41231636
2024S003540,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370101,Número 2 Zona Franca,,Dimecres,2024,6,Juny,19,8,Matí,Caiguda (dues rodes),428064.542,4577451.959,2.13905878,41.34350163
2024S003541,10,Sant Martí,65,el Clot,161101,Independència,,Dimecres,2024,6,Juny,19,15,Tarda,Abast,432127.702,4584285.311,2.18685382,41.40540073
2024S003542,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,,Dimecres,2024,6,Juny,19,14,Tarda,Col.lisió fronto-lateral,429069.792,4581070.360,2.15064957,41.37618066
2024S003543,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,304,Dimecres,2024,6,Juny,19,14,Tarda,Caiguda interior vehicle,430472.249,4583761.305,2.16711026,41.40053963
2024S003544,9,Sant Andreu,59,el Bon Pastor,179504,Lima,3,Dimecres,2024,6,Juny,19,12,Matí,Caiguda (dues rodes),433371.150,4588051.993,2.20131374,41.43943024
2024S003545,6,Gràcia,28,Vallcarca i els Penitents,701501,B-20 (Llobregat),K95,Dimecres,2024,6,Juny,19,23,Nit,Xoc contra element estàtic,427980.486,4585452.254,2.13710296,41.41554986
2024S003546,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,,Dimecres,2024,6,Juny,19,18,Tarda,Col.lisió lateral,430025.030,4582004.984,2.16196373,41.38468220
2024S003547,2,Eixample,10,Sant Antoni,054509,Calàbria,,Dimecres,2024,6,Juny,19,13,Matí,Col.lisió frontal,429555.546,4581336.380,2.15642697,41.37861931
2024S003548,9,Sant Andreu,63,Navas,209900,Meridiana,250,Dijous,2024,6,Juny,20,3,Nit,Abast,432172.721,4585756.145,2.18722741,41.41865189
2024S003549,7,Horta-Guinardó,41,la Vall d'Hebron,700828,Pare Mariana,,Dijous,2024,6,Juny,20,8,Matí,Col.lisió lateral,428879.290,4587091.721,2.14766382,41.43039597
2024S003550,8,Nou Barris,49,Canyelles,701501,B-20 (Llobregat),K139,Dijous,2024,6,Juny,20,8,Matí,Col.lisió lateral,430718.446,4588420.749,2.16952114,41.44252685
2024S003551,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,,Dijous,2024,6,Juny,20,9,Matí,Atropellament,428981.298,4583264.726,2.14933405,41.39593674
2024S003552,3,Sants-Montjuïc,13,la Marina de Port,265504,Prat,30,Dimecres,2024,6,Juny,19,19,Tarda,Col.lisió fronto-lateral,427686.800,4579351.817,2.13431777,41.36057920
2024S003553,1,Ciutat Vella,1,el Raval,034308,Rambla,65,Dimecres,2024,6,Juny,19,18,Tarda,Atropellament,430967.495,4581570.069,2.17328420,41.38084652
2024S003554,4,Les Corts,19,les Corts,040300,Berlín,99,Dijous,2024,6,Juny,20,11,Matí,Abast,428283.938,4582019.174,2.14114052,41.38465660
2024S003555,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,92,Dijous,2024,6,Juny,20,9,Matí,Atropellament,430003.008,4583178.757,2.16156465,41.39525208
2024S003556,7,Horta-Guinardó,38,la Teixonera,352507,Vall d'Hebron,,Dijous,2024,6,Juny,20,11,Matí,Abast,428427.450,4586473.164,2.14232979,41.42478473
2024S003557,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,368,Dijous,2024,6,Juny,20,14,Tarda,Abast,430858.050,4583381.218,2.17176859,41.39714960
2024S003558,10,Sant Martí,64,el Camp de l'Arpa del Clot,346402,Trinxant,,Dijous,2024,6,Juny,20,15,Tarda,Col.lisió fronto-lateral,431837.481,4585501.876,2.18324485,41.41633339
2024S003559,6,Gràcia,28,Vallcarca i els Penitents,701267,Dalt (Besòs),K95,Dijous,2024,6,Juny,20,6,Matí,Abast,427969.120,4585470.189,2.13696484,41.41571038
2024S003560,6,Gràcia,30,la Salut,366002,Mare de Déu de la Salut,,Divendres,2024,6,Juny,14,1,Nit,Caiguda (dues rodes),429430.480,4584835.339,2.15452349,41.41012225
2024S003561,3,Sants-Montjuïc,18,Sants,138802,Galileu,138,Dijous,2024,6,Juny,20,10,Matí,Xoc contra element estàtic,427700.304,4581496.628,2.13422331,41.37989796
2024S003562,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,70,Dijous,2024,6,Juny,20,10,Matí,Caiguda interior vehicle,428923.219,4581678.571,2.14882559,41.38164567
2024S003563,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,013909,Amigó,,Dijous,2024,6,Juny,20,9,Matí,Atropellament,428444.309,4583335.164,2.14290282,41.39652352
2024S003564,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Saragossa,135,Dijous,2024,6,Juny,20,9,Matí,Atropellament,428639.785,4584241.731,2.14513401,41.40470601
2024S003565,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,,Dijous,2024,6,Juny,20,14,Tarda,Atropellament,433942.826,4585841.274,2.20839791,41.41956618
2024S003566,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa,169,Divendres,2024,6,Juny,21,2,Nit,Xoc contra element estàtic,433835.759,4586344.608,2.20706171,41.42409076
2024S003567,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,,Divendres,2024,6,Juny,21,1,Nit,Col.lisió fronto-lateral,429544.563,4582114.924,2.15620507,41.38563044
2024S003568,3,Sants-Montjuïc,16,la Bordeta,293000,Sagunt,,Dimecres,2024,6,Juny,19,19,Tarda,Abast,427680.555,4580336.099,2.13412569,41.36944372
2024S003569,8,Nou Barris,46,el Turó de la Peira,332703,Teide,17,Dijous,2024,6,Juny,20,23,Nit,Atropellament,430618.200,4587132.402,2.16846924,41.43091454
2024S003570,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701694,Cal Cisó,58,Divendres,2024,6,Juny,21,7,Matí,Col.lisió fronto-lateral,428302.834,4578258.522,2.14181138,41.35078735
2024S003571,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs),K56,Dijous,2024,6,Juny,20,14,Tarda,Col.lisió lateral,425500.897,4582637.989,2.10778258,41.38997694
2024S003572,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,2,Dijous,2024,6,Juny,20,14,Tarda,Caiguda (dues rodes),432149.426,4582734.904,2.18728756,41.39143848
2024S003573,4,Les Corts,21,Pedralbes,701434,Mig (Descendent),K30,Divendres,2024,6,Juny,21,7,Matí,Abast,427219.060,4582723.277,2.12832118,41.39090248
2024S003574,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Divendres,2024,6,Juny,21,10,Matí,Col.lisió fronto-lateral,430403.064,4582955.169,2.16637539,41.39327304
2024S003575,2,Eixample,7,la Dreta de l'Eixample,031300,Bailèn,,Divendres,2024,6,Juny,14,13,Matí,Xoc contra element estàtic,430878.560,4583234.650,2.17203064,41.39583126
2024S003576,3,Sants-Montjuïc,11,el Poble Sec,361009,Vila i Vilà,,Divendres,2024,6,Juny,21,11,Matí,Caiguda interior vehicle,430782.663,4580754.432,2.17116714,41.37348442
2024S003577,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,169,Divendres,2024,6,Juny,21,10,Matí,Abast,429274.490,4582375.277,2.15294482,41.38795164
2024S003578,10,Sant Martí,71,Provençals del Poblenou,094300,Cristóbal de Moura,24-30,Divendres,2024,6,Juny,21,12,Matí,Abast,433508.157,4584607.541,2.20333257,41.40841841
2024S003579,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,15,Divendres,2024,6,Juny,21,10,Matí,Col.lisió lateral,431082.072,4580862.203,2.17473488,41.37448079
2024S003580,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),S22,Divendres,2024,6,Juny,21,7,Matí,Col.lisió lateral,432786.884,4582237.771,2.19496692,41.38701448
2024S003581,8,Nou Barris,50,les Roquetes,701268,Dalt (Llobregat),K142,Divendres,2024,6,Juny,21,7,Matí,Abast,430987.104,4588550.726,2.17272200,41.44372066
2024S003582,9,Sant Andreu,61,la Sagrera,039709,Berenguer de Palou,,Divendres,2024,6,Juny,21,14,Tarda,Col.lisió fronto-lateral,432553.696,4586508.615,2.19170189,41.42546125
2024S003583,1,Ciutat Vella,1,el Raval,701266,Litoral (Llobregat),K110,Divendres,2024,6,Juny,21,8,Matí,Abast,431302.276,4580803.952,2.17737449,41.37397498
2024S003584,9,Sant Andreu,60,Sant Andreu,701334,Fernando Pessoa,1,Dilluns,2024,6,Juny,17,13,Matí,Atropellament,432689.737,4587920.722,2.19317249,41.43819106
2024S003585,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,353408,Vallirana,30,Diumenge,2024,6,Juny,16,15,Tarda,Caiguda (dues rodes),428918.525,4584119.180,2.14848285,41.40362695
2024S003586,9,Sant Andreu,61,la Sagrera,209900,Meridiana,296,Divendres,2024,6,Juny,21,8,Matí,Abast,432177.162,4586165.542,2.18723461,41.42233958
2024S003587,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,171,Divendres,2024,6,Juny,21,15,Tarda,Abast,428841.830,4587682.981,2.14714587,41.43571787
2024S003588,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,,Divendres,2024,6,Juny,21,14,Tarda,Caiguda interior vehicle,429544.563,4582114.924,2.15620507,41.38563044
2024S003589,4,Les Corts,19,les Corts,320704,Sarrià,,Dijous,2024,6,Juny,20,8,Matí,Caiguda (dues rodes),428499.732,4582666.131,2.14364477,41.39050273
